100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
23064;22351;22411;22762;21843;22553;16940;16699;65334;61953;67109;68720;27700;27810;26881;26824;30651;29874;30420;30325;41296;41411;221471;228910;20541432,12;20097101,98;291795,2197;282663,792;28278,8649;30028,21199;35757;35982;355051,9425;337846,5188;400433,5892;429693,469;145678,8185;147964,2704;56719;50412;62720;60872;42617;29879
22120;22588;22612;22621;21627;22432;16609;16703;63274;62457;68020;67765;28591;27850;27462;27068;30104;29914;30352;31176;41100;43484;225714;214967;19542581,34;19878029,91;292847,5221;288416,9208;32135,07334;29975,43218;36487;35483;345210,5371;334400,8718;403448,987;405521,2766;146917,6996;149053,4612;61114;51397;60607;61970;39799;30280
21964;21480;22907;22906;22383;22297;16848;17459;62233;65228;68910;67835;27043;27276;28133;27587;30035;30937;30956;30951;42843;42699;234293;224892;19574895,73;20115821,18;285447,6507;293639,5332;34243,40984;29707,07254;35635;36363;346720,6398;340971,993;401461,2815;427049,1046;147223,6524;150121,156;50716;54335;61640;60035;44088;29244
21673;22694;23148;22987;21478;21834;16763;16674;64603;64447;68523;69019;27750;27007;27269;26787;30440;31294;30470;30694;43240;43698;242967;229445;19673403,7;20731149,48;282764,1606;293073,8789;30439,75938;29017,58844;36569;35299;346698,145;343653,4206;403226,9444;417658,8549;145533,5752;151143,8903;54697;52788;62172;60840;45142;27643
21861;22820;22417;22452;22355;22298;17138;16986;63579;63673;66887;67497;28098;27944;27029;26862;30352;31051;30023;30581;41216;41323;233404;228602;19825168,91;20853846,24;289684,4661;289897,421;31104,71868;27870,82862;36707;35530;346973,2088;334501,4991;402488,9667;427760,7264;146962,6243;146127,2382;55600;53015;63551;61081;41530;30220
21925;21934;22916;24079;21623;22118;16597;16450;63266;62203;68112;67978;27870;27792;27003;27273;31186;31173;30002;30713;41611;42137;238625;232869;20291364,81;20751332,76;282878,6897;295000,816;27330,99998;26832,86489;35249;34982;340594,3373;348469,5066;399090,3618;412752,8518;146103,3206;149867,0674;50966;54603;64185;61060;41217;29868
22782;22504;22309;22702;22033;23056;16578;16772;62311;64814;67746;66237;27619;27613;27077;27199;30421;31228;31324;30335;41949;43672;218969;230888;19697076,13;21499832,27;289312,6826;295707,4416;29726,70824;25397,2416;35789;35620;341763,4613;341907,1941;400533,8046;413619,1606;145792,6049;148273,0322;57872;52372;62236;60778;40079;28019
21746;22272;22596;22412;21751;22284;17112;16675;62042;64285;68693;69714;27449;28770;27541;27434;29762;29681;30059;30878;40859;41610;221952;217931;20313940,94;19875676,6;288163,5344;287549,8068;32266,28803;28059,44435;35568;35411;338374,373;334775,2076;399125,6935;431178,9892;146540,8049;148089,8701;56701;55863;63698;60437;36698;29511
21307;21988;22129;22783;22087;22461;16509;16620;64505;64259;66535;67332;27616;28077;26903;27146;30030;31229;31307;30841;42643;41757;228617;224515;19786453,21;19769239,61;292016,4578;289517,1552;35046,36341;31944,46378;35963;35761;338708,3923;341317,2772;396814,5065;425681,6917;145482,7562;148810,9964;57282;56395;64026;60905;40465;28474
21384;21381;22764;22895;21992;22531;16611;16623;62850;62788;68409;67190;28249;28137;26583;26558;30674;30535;29943;30176;41802;41865;241471;233104;20764866,42;20354968,28;286019,484;293155,309;33650,09849;28088,06047;37472;35890;347488,6853;349138,0702;401785,5059;426573,7732;146369,9647;148295,7944;52168;57370;60948;61588;43046;27862
21721;22117;22436;22657;21665;21931;16588;17049;61930;62604;67877;68880;27834;27436;26903;26664;30214;30838;31172;30653;41588;41293;222606;224428;20382870,2;20100959,38;286414,8603;287138,4655;30632,42561;28277,58387;36619;35784;345890,4801;337560,0058;402800,15;420531,2852;146054,1911;145455,4779;59322;50995;63757;61303;40347;28997
21863;21665;22550;23697;21981;23037;16600;16894;62707;62852;67441;67312;27531;27763;26370;27859;29912;30515;30530;30357;40805;43672;225849;224572;19857665,67;20493927,52;290071,392;286715,7143;29578,83161;33416,82391;35321;35125;338536,3643;346012,7097;408538,5479;415212,5338;146770,2012;148985,1994;49894;50751;62987;60720;39457;28536
21878;21724;22677;23057;22451;22991;16511;16931;62992;63870;67019;69059;27790;27183;27210;26921;30021;30389;30821;30405;42855;41913;222530;230965;19507381,03;20386926,92;287122,4718;290302,7239;31389,47301;32511,97591;36647;35056;339812,7727;340803,4692;402918,0532;410120,5162;145531,5832;148637,9789;50317;55624;62395;62345;45951;28145
21928;21691;22552;22079;21420;22300;17120;17603;62301;63402;67846;69304;27481;27294;26968;26799;31382;30488;30531;31446;43226;44892;232845;225959;20627029,52;20626046,01;284997,1618;290311,5575;33196,85123;27665,55611;35534;35466;338492,8203;341291,994;401213,4563;432141,3632;145893,7407;148267,4734;56606;51726;62326;61381;40659;28219
22266;21736;24568;22799;22479;22682;17913;16542;63999;62700;66641;68717;27673;27522;26897;27426;29665;29714;30300;32340;42543;43170;240139;236828;19851260,01;20190991,09;286946,8477;283273,3106;31899,8814;30220,88646;35676;35127;356100,3957;345507,9501;396520,3162;413372,268;145991,7248;147364,4824;55188;52114;63076;61155;41553;28719
22065;21357;22601;23118;22583;21427;16503;16466;63667;65084;67754;68214;27440;27169;27173;26906;31029;30543;30748;31362;41902;42571;237852;225514;19614550,56;19609824,16;290416,8344;288344,3931;32002,90418;26078,09855;36976;35753;345181,1635;346742,8461;400926,3157;421381,8646;146006,2804;150130,9253;55939;50131;61565;60458;41568;27871
22129;21285;22710;22543;22006;22052;16736;17001;62952;63443;68784;67758;27249;27737;26885;26850;30286;30323;30502;30609;41665;43763;221327;243290;19652133,93;19948992,41;286260,9183;282330,7043;29448,08669;29947,31059;35582;35545;341086,994;343660,3292;404153,3248;406718,2138;146263,1291;149332,1879;53236;55029;63206;61394;41921;30605
21787;21758;23061;22563;22081;22188;16946;16504;64208;62616;68350;68209;27730;27810;26627;27114;30901;30736;30761;30643;41841;45360;232775;218982;19963185,97;19501975,39;282685,9479;291382,861;38030,43576;28781,55462;35589;35545;348098,1389;342051,4999;403296,9739;402726,4348;146382,0666;146839,1932;48647;48829;61591;60970;39764;28423
22380;22372;23169;22713;21896;22524;16659;17039;62523;62910;70119;67000;27819;27065;27716;27405;29945;30893;30452;30198;41233;44362;245807;227725;19619375,04;19520688,4;290427,0651;289963,9167;29355,16865;31626,29779;35448;35435;350632,2143;341586,7134;400333,9087;408357,5518;145176,5446;147625,5177;54033;59675;61807;61234;40824;28846
21572;22215;23224;22722;22040;22267;16661;16646;63104;63304;66376;69800;27038;28318;26982;26528;30837;29999;30277;30693;41607;44819;215241;232210;20627045,49;20170238,89;298473,836;288406,0823;32126,23989;29530,09578;36886;35956;348002,8671;347559,7313;397018,8044;410178,6972;146675,5059;147135,3772;55823;53937;61380;60618;44223;29444
21613;23516;22348;22132;22328;21855;16693;17169;62542;62540;67611;67415;27584;27769;27378;26575;30956;31249;31219;30611;41848;41944;228781;228709;20404834,29;20173422,47;286042,5311;290263,522;33841,80117;31917,66763;35617;35465;342858,7364;339108,9215;399812,2181;421349,03;145353,0782;150126,8666;52046;53649;63500;62209;45652;29919
22080;23139;22478;22179;22079;21630;16734;16439;63418;62780;69226;67492;27119;27118;27233;27660;30504;29682;30321;32926;42967;43051;211186;238705;19552987,62;19508784,76;281513,0543;280457,9254;32494,52438;26816,93654;35694;36302;345529,5067;341096,3291;402508,0848;439959,2793;145370,8869;148912,1437;58964;48997;62400;63160;39180;31487
23353;21707;22509;22209;21755;22326;16813;16851;63260;64041;68247;66623;26870;28076;26698;27189;29912;30193;30157;30237;41191;41773;222420;230555;19718941,37;19924710,83;290326,8334;291353,0044;29618,3289;27768,57747;36277;35503;345776,9207;344221,9447;401540,4055;431907,6399;146418,8488;146665,7886;55872;54451;62597;60677;46489;27485
21603;22584;22217;22923;22273;22345;17003;17022;62592;63303;67622;67574;28362;27423;27175;27001;30575;30692;31190;31531;41510;42789;225243;237008;20025394,39;19907641,37;291326,5911;285754,4485;32022,84915;28852,01858;36160;35392;343982,4939;348307,2292;403917,2126;408184,6751;145524,5234;148134,254;54225;58000;63430;60792;40988;27817
22959;23292;23200;23450;22054;22490;16586;17421;64012;64516;67308;68177;27181;27721;26744;27184;29974;30997;31176;31169;41209;42548;216607;234612;20247382,47;19771811,42;286914,0804;289644,1127;35746,46508;24016,89075;36039;35082;336876,3154;334179,4893;397495,2363;413610,6181;146663,2569;149012,546;52156;58529;63249;60232;41772;29709
21673;22154;22976;22593;22305;22018;16585;16823;63697;63444;68094;66988;27168;27335;26327;27939;30307;30864;30567;30364;42961;43525;213235;221224;19501270,88;20591584,74;291997,449;285765,5993;33384,38209;31012,32781;35573;34987;343304,7612;340803,2031;399633,463;433286,7941;145444,7157;146960,8871;56709;52188;62369;60599;41100;27158
22513;22140;23541;22545;21934;22249;16646;16714;62517;63090;67111;66755;28384;26922;26800;27230;30782;30676;30387;32011;41322;42976;234071;225953;19796959,3;19467309,5;291724,0333;286613,2281;29173,85325;35547,13135;35728;35720;345003,0214;345450,8067;403720,5179;418959,348;145411,1179;150971,7737;54994;51132;60926;61248;42035;28922
21625;21962;23498;22537;22230;21618;16862;16655;62318;64882;67268;71975;27926;27403;26959;26631;29972;30296;30554;30470;41892;43094;238243;227751;20679255,06;19945262,44;286243,032;292398,9357;37233,76816;29831,71694;35975;34986;345897,8802;330767,3983;398131,9085;412782,5277;145984,2369;148057,3445;54338;51402;61515;61467;44815;27795
21953;21679;23165;22186;22258;23159;16626;16701;63892;62107;65807;68420;28222;27777;27079;26361;30413;31199;30464;31117;43153;45636;232578;220376;20228310,59;19710522,12;281028,1813;292318,2102;30797,78091;30948,30931;36354;35463;349859,863;337654,9325;401232,7001;419904,5403;146642,6995;152748,5906;50826;48267;62598;60920;42139;30407
21384;23034;23022;22858;21769;21964;16786;16850;64501;62568;67124;66522;27051;27280;27333;27090;30551;30686;31198;30555;41881;42506;224685;227156;20205417,98;19867810,75;292497,5711;289688,6096;31398,20373;28011,9003;37566;35053;341763,6722;335207,2539;401594,1659;435176,85;147378,7299;150318,7193;51827;48916;61603;60868;42402;28357
21676;21381;23355;23064;22368;22671;16578;16630;63623;62264;68674;67164;27834;27573;27039;26987;31303;29649;29916;30081;42073;43966;233036;224934;19860876,34;20063213,8;290721,8828;285130,4251;31091,18521;33718,82024;36154;35451;337924,3304;345948,6247;399744,7218;435362,3567;146079,501;149794,993;53426;48303;61301;60691;41968;31384
21580;21673;22981;23458;21811;22350;16890;17152;63479;63187;66719;65618;27451;27296;26471;26488;30058;30847;29799;30405;42634;46574;230748;230352;19870751,65;19642960,35;282805,3903;285778,5251;33963,67183;32296,47918;35768;35607;341063,592;343210,166;400046,9113;415435,429;147198,8841;145332,7895;53257;48401;62253;60147;39627;28314
22670;22132;22802;22098;21936;22515;16623;16724;64141;62625;69762;66668;27334;27508;26829;26975;30469;30664;31226;30720;40734;41989;223431;224535;20106273,41;19975896,9;293973,337;290718,0478;32424,84247;32110,80249;35341;35505;338743,8359;345036,4957;400217,4368;426614,2216;146343,7541;151583,3152;53162;55860;63169;61740;41696;30231
21805;22360;22481;22598;22057;22534;16639;16600;63528;62349;66851;67506;27045;27285;26836;27041;30984;30183;30323;31213;44464;44024;251681;227067;19684248,62;19935100,42;289820,3663;291872,8456;29335,27937;24720,40414;36086;35017;332260,0965;346685,1139;402356,5347;416796,5612;145762,0653;148705,3888;60328;58716;62378;60127;42510;29518
21357;22472;22575;22545;22561;21680;16720;16812;64596;64298;66100;67232;27428;28129;27080;26584;31163;30762;30752;30698;41168;43457;218906;238607;19934919,72;20072278,45;283770,7584;289910,4117;29554,08985;28637,20642;35755;35519;346177,0464;340998,7668;407517,123;428180,3288;145609,1704;148081,4968;54468;50147;62138;62244;43444;29547
22226;22176;22359;22304;21481;22013;16639;16952;62684;62925;68593;68992;28300;27416;27167;26893;30288;30440;30005;30810;41203;42761;238569;221993;19627448,95;19718606,16;289308,6955;290075,6858;36512,41906;30949,23965;35554;35228;337377,1329;344466,8304;397260,7657;412199,0751;148045,5931;148639,1921;56628;56804;62982;61211;40660;30758
22033;21862;22456;22416;21471;21761;16789;16627;62866;61617;66240;67690;27489;27755;26588;27080;31114;30288;30585;31067;42354;46282;232281;234904;19662902,7;19701094,33;282372,3278;284045,1962;31095,9438;26642,73518;35714;35836;344781,7556;344010,679;401087,4623;428358,7666;146671,6664;152477,7615;53786;51119;63530;60988;43723;28914
21676;22718;22903;22762;21763;22008;16657;17068;63254;63352;66289;68029;27324;27482;26830;26436;30770;30126;30524;31534;42697;43494;222764;223073;19744902,78;20065532,81;280638,3808;295996,3203;33577,11584;27469,66477;35199;35694;352468,9357;350860,8846;399323,1802;422858,9576;147808,9813;149762,4158;55475;49271;62516;61288;45344;30174
21307;21964;22512;22506;22121;22171;17835;17110;63704;62479;67878;67577;27337;27749;26394;26745;29997;30369;30509;30849;41944;42589;226567;219731;19533475,78;19980006,53;284155,9628;286432,6029;34540,93657;29869,6333;34881;35974;338535,2542;338582,3976;400043,909;411080,2493;145810,3988;148074,2658;52627;52363;61489;61525;40164;28436
22438;21307;22776;22916;21424;22379;16382;17105;62292;62614;69488;66699;27726;27755;26856;26792;30031;30280;31105;30595;41905;42512;226150;226229;20314384,85;20548307,09;284998,3616;290823,7159;30381,89763;31092,91581;37475;35378;352133,3334;345483,5808;399604,8404;422714,4573;147239,5194;146686,1982;51052;49545;62044;61200;43880;29630
22195;21537;22733;22968;21868;22071;16755;16697;62360;63747;68141;67480;27313;27838;27493;26589;30504;30323;30161;30882;41972;40957;221508;222514;20609015,95;19746694,33;283000,3339;284928,0209;38037,85041;29763,30368;37621;35574;348307,9664;345352,9451;402955,6098;425112,2959;145648,4991;153496,65;58535;55083;63067;61177;42665;29000
21381;21674;22265;22405;21993;22141;16870;16719;61653;63783;66361;68375;27996;29002;27511;27141;30182;30521;31081;31373;41835;43119;227653;226917;19873322,99;19653659,89;283747,0315;290768,817;30956,36491;25606,01661;36300;35768;338646,9201;343181,2774;403389,8995;427074,4579;146258,4307;148550,7663;52566;52634;61705;62084;44387;28020
21357;21458;22546;24137;21822;21694;16695;17237;64124;63651;67000;66674;27603;28963;26725;27357;30710;30189;31005;30689;41287;42001;236148;235417;20724244,45;19904735,22;284559,3969;285397,377;31969,70995;27713,98396;36742;35408;339277,0482;331389,9071;401012,5308;412314,5413;146078,1926;146577,4123;57617;54291;62240;61450;39208;29472
21741;24128;23617;22378;22334;21644;16837;16912;65452;62772;69386;67865;26987;26671;27022;26798;30165;31241;31348;30624;42078;45596;230217;231943;20450564,93;20821162,14;283482,1552;285243,3187;32837,24593;31417,90681;35388;35187;347706,8332;342135,4758;400409,5921;411690,7157;146101,18;148825,0052;59583;53848;62648;62123;42506;28679
22058;21778;22195;23264;21916;22212;16774;16755;64951;64736;67760;66178;28059;27211;27310;26809;30312;30232;30694;30563;41281;43736;240918;222729;20164939,57;20576223,26;287898,2583;289060,5664;35458,22345;29842,36925;35270;35289;339406,5596;339937,4596;398601,9204;433481,8312;145983,4143;147286,7317;51595;54312;62041;60545;42371;28819
23823;21381;23936;22593;22155;22136;16995;17094;63432;63982;66476;69001;27693;27413;26472;27204;30721;29783;30792;30654;41787;42805;231861;239070;19752751,3;19604360,16;282263,5657;285943,5161;28600,9027;30975,6882;37216;36104;338533,1196;339166,1048;398483,1473;406641,5367;146032,1497;147510,0738;51333;53098;61700;62416;42661;29654
22543;21470;22360;23178;22403;21595;17113;16692;64286;62548;66351;68942;28168;27125;26743;26960;30567;31000;30744;30456;42390;41231;225200;238751;19804807,34;20025435,27;285177,2786;291534,7091;28089,17096;29230,34178;35315;36702;336311,716;342741,9533;402801,24;422067,3963;145802,6935;145835,0977;59403;52166;63311;62035;40915;29076
21771;22022;24738;22657;22038;21728;16520;16753;62734;62653;66716;67590;27810;27936;26917;27260;30158;30806;30577;31431;42683;43508;228501;232061;20268438,7;19705742,69;282365,6641;286390,358;33715,16723;31459,8916;35940;35326;339650,769;345585,0996;403819,1738;419643,612;147986,919;147671,5558;49983;54094;61120;61581;40090;28720
22532;22495;23103;22845;22903;21877;16967;16568;62498;63436;67157;67641;28176;27622;26657;27216;29953;30405;29955;30565;41993;42313;217133;237304;19560962,48;20465666,88;291454,2375;291886,676;30813,20491;24454,85578;35951;35829;346632,1326;346828,7564;402130,6522;417482,8847;145432,5397;148647,7138;49638;51505;61910;60669;42674;28890
22667;22207;22306;23610;22126;21856;17309;16996;62563;64101;66279;66894;27664;27404;26511;26951;30740;30420;31099;31036;43530;45753;231142;217775;19991924,41;19739699,59;292119,1116;286097,4257;30819,4054;32448,12503;35922;35543;339566,8439;342583,6416;403480,6373;411972,6032;144464,1054;149317,7131;47144;59736;62387;60060;45322;30126
22010;21979;22549;22589;21576;21973;16735;17078;63349;63528;66035;67101;26689;26756;26767;26441;30424;30401;30309;31379;40968;43273;240796;242051;19716161,59;20595588,56;291628,1682;283154,9563;36062,78367;29908,78502;36216;35585;342122,8077;354563,6225;399073,611;434592,7673;146199,3696;150363,8588;53278;57062;63269;61249;44384;28575
21285;21705;22323;22713;22140;21739;16831;16517;64495;62904;67545;67476;28291;27310;26505;27153;30316;30749;30665;30522;42180;44282;215934;224611;19743996,85;20267391,51;285475,1183;289391,107;32888,03212;28406,61258;35399;35548;341051,9615;353486,7998;398651,8913;420564,7197;145868,5407;147931,3025;52200;49566;62659;61661;46231;29558
22171;22389;22501;22853;22554;22002;16709;16915;63591;63052;67195;66288;27346;27814;27195;27142;30925;30168;30922;30856;41681;43071;221224;230884;20365083,12;19751137,96;285393,6998;286608,1068;29338,1653;25869,7629;38588;35272;352366,1313;341029,4607;398122,479;434126,7438;145654,8398;146377,9582;60886;55556;61256;61388;43825;30385
22426;21912;23085;22766;21874;21838;16471;16855;63524;62547;69829;68607;28057;27728;26898;26268;30238;30809;30569;30767;41119;44914;226798;240574;20168728,87;20138528,45;283270,4021;289771,0969;29074,88555;30215,51693;35930;35850;348823,9474;346234,3369;400012,447;416658,0574;146068,4465;151652,4522;56207;57744;61487;60817;41467;28328
22889;22734;22729;22408;22811;22356;16698;16627;64628;63683;67629;68475;27578;27564;27320;26836;30525;30230;30552;30887;41759;42078;218807;228525;20466462,35;19476600,79;286854,1;290211,659;31893,02372;30235,03048;36040;36294;348176,6853;341918,3572;399277,3003;422883,9549;146107,7163;147510,7154;55330;56295;62411;61173;40491;28295
23455;22073;23553;22680;21674;21706;16598;18962;64112;64106;66479;67122;27932;27346;27230;26437;31447;30300;31137;30285;42933;41916;246788;227791;19995400,03;19537936,93;288992,2199;293503,3846;38144,65097;28356,62459;36015;35674;350247,5618;337743,6238;395783,5338;449853,0348;146478,8399;149871,5075;58269;48613;62077;60976;42688;30238
21849;21357;22538;23240;21427;21934;17253;17175;62236;63298;68943;68577;27713;28011;26814;27121;30654;30535;30915;30428;43578;42449;228736;224681;20788726,72;20256469,51;279744,9007;287658,4953;31029,64158;30028,90788;36670;35988;341882,7574;340883,662;403155,9793;423033,6017;146332,6251;147009,9037;51088;49272;61931;61060;39736;28994
22060;22501;23539;22404;22753;21930;16639;17148;65546;62406;69188;66348;27037;27685;26706;26415;30867;30919;31120;31072;43017;42610;240117;225367;20125531,13;20578040,07;282144,7347;283603,0116;38246,43981;26752,45741;35616;35322;347393,8869;347204,1126;395904,5223;413371,0037;145406,388;147284,9892;54752;56724;62263;61033;38964;28605
21386;22489;23115;22851;22374;22948;17059;17858;62735;65425;66540;67347;28665;28145;26447;26871;30962;31266;31935;31086;41928;42932;221418;224298;19640911,99;20037595,85;292865,8408;285590,1168;32058,84599;31782,6228;35704;35513;336449,1167;349829,6966;401415,4255;412405,7743;146156,4776;152687,3987;53973;49343;61656;61206;39978;27459
21381;21883;24218;23509;22730;21873;17158;17194;62200;63511;69209;67664;27729;28063;26962;27140;29712;30311;30695;29879;42721;44709;222373;222003;19858077,43;19785458,48;286826,9408;286398,544;32450,42312;32368,89113;35816;36003;341223,7204;336429,2233;402466,8013;409508,0907;145322,9796;151667,1515;47671;53856;63331;62793;42655;29675
21977;22321;22132;22867;21542;21400;16692;16907;62064;63332;68831;66527;27507;27528;26741;26617;29927;30125;30250;30269;41636;44568;218982;221187;19648389;20437560,74;282370,0697;283857,9597;33690,20899;28519,03287;35795;34955;344015,3918;338936,9282;409688,6544;417188,0268;145555,7823;146980,3127;53447;56027;59911;61931;45242;28915
21571;21821;22628;22276;21917;22108;16646;16981;62877;63120;67429;69181;27115;26821;27090;27008;29947;30325;30787;30773;42630;43504;222290;223164;19540955,55;19906789,86;290772,7274;288506,0054;29488,35666;30860,52317;35787;35620;347067,109;341962,274;402864,4636;427560,3349;144973,2865;147685,4744;56804;52667;61460;60978;42532;26930
21813;21939;23138;22157;21718;21724;16551;16587;63041;62997;67814;67017;27305;27871;27167;26554;30163;31164;30999;30451;41273;41557;216201;224782;20139878,91;19952741,29;284919,9225;288006,3148;31833,00039;25027,01572;36428;35326;349017,7351;341525,7181;399221,2577;416679,2505;148148,8764;148100,2156;54265;48939;60945;60891;42926;28397
21828;21778;22501;22633;22171;22166;16764;16711;64129;62585;67550;67410;27129;27807;26821;26974;30994;30738;30783;30593;42483;42150;219250;248271;19624139,17;19902422,74;285869,3226;286148,2815;37630,76453;26055,22868;35632;35369;350478,3162;339988,5447;403013,0967;415350,226;146615,1776;146520,1976;51688;51489;61593;61984;40559;28951
21453;22117;22343;22909;22010;23036;16674;16654;61913;63667;68230;66632;28424;26901;26678;27113;30408;30496;30744;31038;42163;46402;216094;230128;21047343,75;19730868,7;291582,7112;292429,858;29438,27087;29461,78451;36087;35474;346608,6955;339068,4867;401756,3954;418529,0114;146085,222;146159,1289;55543;50802;62075;60468;42744;29258
22930;22220;22683;23020;22017;22430;16774;16694;62722;64257;68334;69355;27306;28277;26615;27743;30700;30159;31126;30845;41458;44976;219668;218432;19495740,16;19946888,08;290014,4653;284870,1828;33086,06899;33071,71991;36596;35710;338999,7905;335333,3883;399307,7199;421472,9397;146092,157;150595,0664;56895;56879;60571;60801;40375;30018
22748;21673;22859;22137;22188;22698;16767;16870;62359;63720;66506;68694;27621;27031;26910;27048;30268;30477;30893;30139;42222;43197;215338;231827;21029365,82;19634269,97;285565,2954;290965,722;32802,51948;30791,23799;35198;35893;354694,4663;343699,6066;398342,0976;428411,4208;145587,1871;148997,7238;49495;56017;61738;60794;38701;28765
21285;22419;24085;22770;22251;22071;16981;16672;62907;63353;68524;68457;28115;27782;28309;27944;30427;30191;31132;31223;40767;43878;229560;217794;19528268,99;19729764,02;295900,0972;291392,5645;30614,78941;26966,61632;35597;35188;345128,8956;346197,2904;403323,928;415077,8024;144573,3975;150490,5179;55133;49869;62632;63018;44897;29552
21307;22878;23107;22649;21966;23123;16459;17364;63898;64158;67747;68155;28426;28178;26547;27198;30641;30066;30568;30903;41995;43193;221052;229916;20487914;20207328,97;283783,8259;301533,0523;33634,06579;27068,67861;38867;36050;344182,75;340444,442;400966,7837;411847,8643;146118,8439;146540,7906;48739;51355;61095;61386;44736;28641
21809;21484;22325;23373;21580;21447;17165;16639;62372;62677;67593;67783;27393;27530;26443;26444;31158;30888;31055;30297;41851;41107;210291;235296;19659380,97;21048108,55;280872,5311;289255,8429;29336,80159;30323,14033;36450;36163;343996,9604;341684,5109;400849,9884;423650,7466;146498,1754;146509,9165;52254;57241;60920;61776;39620;28118
21382;21522;22538;23292;21840;22621;16788;16666;62760;63757;67739;69618;27745;27490;26812;27162;30258;30250;30343;30761;42222;43031;228727;234413;20405234,18;19711463;288149,9745;288609,0055;31207,2069;32483,37003;35818;35369;337398,6368;339612,2936;401942,1332;424997,7429;145655,9864;147281,8252;49573;51868;61987;60895;46693;28955
21577;21307;22788;22320;22421;21642;16834;16836;63063;62576;67031;68400;27583;27866;27124;27583;30292;30541;31074;30064;42314;42708;219980;227830;21056863,34;19999503,44;293547,9425;289299,2405;30968,97759;30368,86206;36656;35759;342608,0674;339374,3101;401976,6966;437532,721;145224,1796;148506,8147;52460;50590;61540;61642;40168;28364
21307;21470;22546;23056;21916;23670;16391;16447;62644;62821;66433;69719;27618;26782;26902;27544;30846;30090;30546;30434;42863;42250;230761;229404;20005056,37;20112938,62;280604,4517;290477,7848;31536,97342;30830,63248;36078;35596;348577,621;347462,3787;404655,1754;411703,7385;145658,1137;149976,0878;54395;51825;62759;61919;40402;29385
22141;21791;23037;22735;21847;22310;16787;16426;63128;63228;66898;69786;28070;28139;27482;26719;30786;30440;30205;30689;40676;42484;239799;231560;19940491,61;20639680,41;283774,0613;287554,1378;28077,86904;27515,80486;35972;35665;348505,0778;340290,3061;395818,1894;417324,5926;145322,9244;146581,9625;57195;49811;62021;61302;43672;29555
22058;21995;23444;22802;22270;21719;16779;16693;62302;62901;68243;69233;27773;27881;26759;26365;30249;31134;30383;31022;41253;42657;222724;228745;19823656,95;20384739,16;285246,343;280622,3671;33401,50446;28417,84696;35167;36184;339566,0546;336164,4607;404185,4699;424371,9464;145128,8529;152574,2711;49757;52104;61990;61487;39770;29275
21545;22119;24514;23059;22451;21938;16953;16996;62758;63523;66659;68156;27547;27884;27396;27079;30855;30180;30892;31000;42273;42485;215010;227298;19492519,36;19385607,28;277810,7159;287604,1765;29400,99015;29842,13636;35443;35945;336477,9719;339008,2793;399071,3115;436573,2978;146642,8133;149423,571;46249;58846;62088;59921;41966;28528
22577;21840;22269;22069;22160;22941;16708;16679;63789;63203;66279;68497;28072;28148;27548;27443;30388;30431;29888;30203;43324;46117;237667;224206;19653285,42;20285264,93;286323,5639;290493,8217;28748,54112;26037,05629;37463;35082;336331,0366;341321,3734;403097,3467;436517,5455;145824,2748;145400,9385;50782;50526;61359;61569;39914;27905
21788;22825;22917;22498;22151;21972;16646;17214;63812;63851;66321;68095;27871;27557;26789;27367;30603;30105;30450;30752;41897;45459;211021;232816;19311164,92;20089995,37;282964,1264;285467,6522;30611,90637;29536,16024;36563;35623;341810,6911;339819,383;404213,1628;440343,8024;145723,9971;147188,9223;53320;57968;61223;60881;44717;29734
22254;22605;23075;22350;22066;22291;17226;17263;61702;64467;67528;67208;27555;27412;26539;27266;30629;30399;30886;30590;41697;48264;218274;215548;19266415,29;19669600,37;288039,4506;285562,9263;31028,92152;26666,63973;36659;35383;346329,8823;336721,631;404216,4398;412716,4287;145645,4703;150432,4174;54614;52838;61739;61545;39639;29393
22499;21942;22411;23121;22524;21684;17054;16751;63419;64126;69483;66331;27070;27094;26374;26976;30655;30662;30285;30796;41852;42382;220334;223169;20719234,03;20330339,9;286735,7435;290966,7103;30807,51722;29247,36738;36237;36415;347040,7271;338845,2303;401685,7369;424728,0755;144301,3153;146996,8592;53891;56564;61975;61159;40084;29176
23444;22644;23708;22221;22012;23066;17038;16792;62379;62812;66304;65652;27655;27347;27237;27986;30543;31061;31367;31311;42196;44266;227411;236828;20023255,45;20133601,39;287624,6167;287566,6424;28337,10152;31279,04954;36170;35782;337787,7394;336549,2591;399252,8419;414118,3602;146752,1981;147359,4404;45985;60095;62478;61553;41569;28371
21615;21669;22677;22516;21847;22167;17048;17129;63421;63181;67850;68745;27775;27662;27687;27368;30786;30614;30266;30030;41273;44383;230280;225772;19957677,77;20379759,51;288324,1293;284090,3934;30352,50254;33687,68347;35876;35880;350347,3734;349748,2097;400790,2044;433564,8788;145546,9464;146458,1116;65535;55788;61933;60276;42656;28291
