100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
22033;22891;22581;22186;22178;21849;16771;17080;63520;64308;67575;67391;28098;27000;26722;27067;30450;29900;31141;30426;42992;46231;228022;215330;19912979,34;20333284,75;282066,2738;284655,2845;31269,32158;29035,16242;35677;35841;343948,283;345232,4064;405118,2318;434160,8332;146433,4935;150028,2295;47556;54245;60460;61922;38392;30131
22253;22351;22766;22978;23330;21391;17272;16487;64071;63758;69136;69197;27562;28147;26726;26510;31111;29929;30568;30872;42534;41929;232496;227858;19541627,16;19569670,64;290905,0672;288807,5419;33758,36894;29636,9172;36385;35165;340794,8872;340626,1838;401776,7789;426005,5175;145464,5819;149597,4731;51398;51993;62384;61956;37963;28120
23137;21382;22722;23035;21756;21846;17795;17093;65051;63265;66533;67181;28011;28155;26681;27055;29997;30033;30757;31201;42427;45056;228427;226098;19575697,96;20089074,97;288571,6584;289630,5009;32722,53423;31047,91959;36437;35610;341824,3738;344784,5392;399450,3112;422658,5388;145780,1094;147234,2825;50150;55878;62630;60065;41019;29957
21724;21645;22710;22707;21774;22199;16563;17017;63393;64347;66582;66106;27625;27513;27172;26789;30378;30514;30705;31352;41909;43896;225407;230065;19771497,92;20097933,37;284698,7992;288747,0183;34449,51351;26861,94181;35662;35789;340006,6334;339650,3446;398645,4561;411990,6986;146820,693;146500,6643;51263;56311;61479;61057;43474;28610
21770;21294;22259;24398;22022;22151;17756;16543;63995;65060;67683;68404;27123;27754;27780;27048;30355;29903;30430;31476;41459;44180;227850;223269;19799149,38;20279218,44;287949,0094;285185,6381;29252,79689;31633,58243;36067;34985;342529,8749;339839,304;403935,8636;412972,4363;145799,3172;153593,2236;50559;61114;61757;61132;42894;28752
22382;23014;22518;22463;21693;22001;17059;16899;62531;63235;67343;67184;27281;27954;27544;26790;30032;30155;30456;31314;42327;42698;233478;225787;19998921,41;20332869,38;291702,9775;290038,9472;33730,8596;29704,96802;36596;35538;344806,8514;343312,899;403260,9125;433715,0072;146689,7383;151302,4616;56540;54940;61393;62512;39036;28864
22974;22373;23325;22557;21926;21708;16948;17517;63407;63349;68778;67787;27579;27269;28177;27375;30780;30258;30459;30588;40918;42686;216903;226221;19594711,88;19655065,05;283449,5975;293299,4272;27085,27093;28123,02838;36121;35480;336894,2841;340443,0743;399114,9293;424156,3097;145847,1026;148515,7484;52092;60046;62098;60598;39155;27170
22033;22277;22490;22760;22027;22150;16515;17174;62401;62035;69669;66580;27644;27929;26855;27513;30970;29855;31164;30258;41544;45424;227854;235637;20855148,15;20433133,89;283922,0069;289674,5016;31329,69472;29514,50302;35570;35119;348447,8236;337750,5708;402926,1981;417539,0372;145223,7601;147870,6551;53393;56179;62259;61219;37711;28048
21454;22690;22821;23064;22708;22820;16537;17140;62885;63526;65634;66659;27944;27814;26412;26868;30407;30524;31129;30585;41290;46162;237831;227520;20270764,22;19846201,3;282185,1876;294307,0729;27843,49499;27500,34166;35750;35272;341498,8459;342654,0383;404634,7024;408775,3561;145591,9023;148898,2608;53686;53490;61920;61969;41231;29415
22300;22836;22942;22482;22372;21760;16727;16978;63745;63375;67810;68750;27880;27541;27117;26931;31262;29990;30532;29470;41461;42175;226685;215669;20233270,66;20060284,66;286544,6017;285512,9741;31228,04733;28858,64662;36213;35348;351335,1281;341549,2354;401100,7896;424621,336;145581,6752;147967,9646;55588;52447;63857;61544;45541;28239
21453;22252;22945;22205;21867;22326;17248;16805;62382;62525;67643;67103;27903;27233;27282;27417;30407;30397;30436;30376;41266;42300;221749;218148;19656909,46;20209794,25;287151,9675;293534,3143;33081,90972;27971,40411;37418;35910;351603,6563;348083,7582;398318,3611;428389,6975;146345,5341;146685,0025;53863;55088;61215;62947;45816;28774
22235;21931;22367;22487;21763;21516;16950;16872;63545;65269;69887;67296;28107;27823;26894;27045;31235;30460;31613;30806;41168;41301;234898;235457;21449343,89;20401852,12;285838,7925;286878,2492;33016,21055;27254,86826;36459;35477;340769,5423;349022,6095;404684,3115;407658,9325;146556,9449;148347,8119;64321;56893;64821;60846;40985;28831
22862;22255;22106;23099;22439;22075;16806;16971;63827;62575;66403;67918;27067;28024;27063;26461;31282;30050;30556;30930;41959;43431;217866;229512;20489460,76;20518477,82;280472,0486;285742,5445;32693,01911;31103,92623;35100;35357;348032,2994;338632,3675;401018,3953;424337,5569;146416,0313;151882,509;52919;51217;61760;62141;41554;29856
21474;22469;23238;22532;21931;21541;16616;16861;63900;63439;66585;66371;27060;27316;26686;27136;30185;31211;30003;30280;42086;42311;222455;241039;20151370,21;20556748,8;286408,7413;288532,7059;32701,65451;32552,48188;36618;35394;344670,8867;345237,6516;402976,3491;421316,7636;145792,4475;147214,4535;48595;58670;62650;60678;43791;29234
21736;21746;22981;22868;21964;22941;16769;16839;61821;63544;65870;67790;27070;28235;27707;26915;30551;30578;30830;30065;42041;42316;241792;225258;20615669,36;19687064,12;288541,751;291152,9955;31327,72103;34073,83257;35893;35635;340609,3147;344909,2207;397218,6767;420225,1079;146077,1847;147677,5014;49589;54938;62743;60904;42875;28981
24698;22312;23473;23030;22607;21928;17123;16996;64777;63060;66950;67281;27436;27310;26605;27509;30737;30155;30617;31402;41849;43457;222933;241449;20398628,87;20206168,82;287962,1961;302458,6909;30180,00475;25929,19015;35652;35693;354317,8321;344617,1926;401491,7814;422332,9258;145579,8508;147115,8091;56894;52818;60720;61527;43727;28671
21820;21316;22826;22750;22658;21731;16944;16963;63100;62187;68063;68724;27008;27996;27721;26565;30881;31179;30634;30812;41163;41874;223303;229154;19842467,4;20394107,72;284083,7368;286082,9263;30883,08727;31124,97494;35429;35856;339598,2086;346889,6411;401552,7094;411232,9049;145175,8854;148869,3791;58551;60222;61177;62182;39836;29496
22263;22151;23444;22548;21774;23956;16598;16875;62830;65071;67357;67013;27901;27595;27295;27511;30267;29853;30275;30922;41593;41855;226179;229762;19593611,04;20254695,45;287379,2734;290127,9425;34783,49652;31047,23399;36875;35525;334650,2004;340066,6263;401437,0592;440162,3455;145778,0196;149268,0002;57115;53576;61456;61200;39042;28119
22430;22423;22649;23385;22708;22108;16636;16686;62774;62916;67524;67325;27473;27922;26412;26325;31072;30274;30511;31161;41424;44039;235477;229405;19828132,61;20240703,12;294596,439;281488,6377;33261,82238;28650,40525;35933;35140;339770,8952;335565,5626;402389,6575;428996,8789;145942,7439;151194,5153;52770;53108;61913;61224;41569;28938
21381;22636;22360;22867;21559;22549;16718;17267;62459;63181;68083;67378;27241;28175;26430;26589;30839;30470;30576;30085;41879;47383;220087;214304;19941363,37;20368418,74;283492,5535;285725,7172;31953,91053;29063,47608;35639;35146;343658,398;346846,8408;402724,0796;421632,2868;146025,0742;146828,7365;52276;51252;61617;60468;39688;28646
21777;22020;22861;22556;21411;21869;16534;16600;63890;61881;68030;67716;27936;27822;26958;26666;31239;30936;30156;30177;44248;45165;220141;222966;19575990,39;19783106,81;289262,8917;283875,8987;33068,02904;31743,09247;37695;35486;338982,5228;348341,2281;400542,6458;426581,0453;145705,775;147609,9968;48159;53174;62100;60813;46213;30049
21825;22901;22752;22125;21867;22655;16778;16459;64309;65702;67271;68016;28120;27637;26583;26588;30840;30662;29984;30866;42325;42925;221011;228304;19843839,09;19758933,77;283769,7583;288223,228;31413,49157;32472,69024;37445;35060;338822,5534;341002,4461;401231,4468;418088,0556;144742,5348;149466,1114;51505;51497;61182;61239;41233;28450
22979;21713;22419;22752;22778;22484;16671;17193;62771;63966;67441;67058;27928;28347;26258;26761;30523;31063;30499;30860;41736;47260;219534;225209;20454031,76;20108323,61;281234,5248;286081,011;32044,35639;30410,43718;36430;35714;353115,1186;353955,693;398296,4228;418034,1896;145238,0488;146776,925;46617;52492;62249;61978;43293;28547
22239;21514;22617;22644;21564;21404;16993;16704;63641;62960;69523;65942;27618;27412;26501;26577;30586;30866;30461;30649;41501;43503;227748;224857;19824716,71;20430994,91;285517,4751;288287,6834;32407,06937;32462,51805;36597;35544;343788,8582;337429,6821;398438,7737;424524,6629;146074,5817;148807,8181;54130;48559;61853;61782;42691;28662
22569;21382;22631;23120;21594;22601;17194;17063;64941;63026;66961;68866;28613;28333;26348;26486;30812;30848;30397;31133;41367;44958;223751;230387;20108932,31;20176537,46;293788,6827;283311,5258;32566,80984;24392,93397;36023;35668;347964,744;342352,4381;404143,5656;418973,4042;146207,9209;148315,1144;52723;54311;63052;61636;42354;27796
22595;22268;22313;23672;21486;21493;16545;16882;62955;61654;66895;68271;28400;28112;26786;26186;30268;30452;30964;30652;41738;42744;227842;223573;19845561,58;19558008,64;291269,1482;283993,9175;30081,32553;27387,50634;36615;35403;349674,9569;339400,6857;401423,4177;414720,0115;145359,5341;149340,353;53754;51330;63497;59690;44315;27716
21605;22004;22467;23406;22131;21986;17360;17065;64134;63650;71847;66832;27868;27350;27760;26807;30794;30379;30264;30901;41881;41790;218934;232218;20357437,15;21268940,6;284282,7199;286324,2535;30386,27501;28500,00146;35704;35165;339084,1089;346300,1614;404064,8024;416396,6922;147000,4943;149095,5072;53072;51776;63390;60602;41686;29091
22131;22917;23275;22956;22085;22037;17499;17903;65084;64264;68450;67496;27217;27612;26802;26896;30924;30597;30396;31141;42276;44600;246335;242070;20351573,08;20439770,71;288267,848;284902,1156;32420,34972;27340,20373;35823;36570;340610,1728;345648,4985;402066,5889;416401,6271;144913,2382;149359,3818;52733;49370;61166;61218;41042;28090
23040;22033;22245;22535;21452;22173;16943;17318;62928;62771;66447;67954;28342;26924;26758;27177;30150;30261;30501;30119;41220;46177;238302;217347;20411693,72;19928872,54;287496,5588;288458,2629;32631,92189;35771,49643;36445;35136;351041,5809;337494,8707;396515,2656;408768,1149;145247,4076;147696,2823;54760;53744;61989;60925;42233;27512
21905;23222;22458;22722;21606;22009;16656;16586;63364;63221;67589;69644;27923;27927;26718;26602;30040;30999;31441;31070;42175;42107;216157;225616;19656183,51;20224906,13;284411,0066;290776,9131;28935,49728;36139,50781;36047;35596;350056,1552;346910,0601;400847,8837;434805,0397;145648,8085;150782,5737;53974;53531;62191;60663;43175;27939
21709;21707;22840;23077;22391;21497;16647;16635;62897;63381;67475;68583;27783;27425;26619;26572;30674;30226;30658;31125;41688;42407;225759;221639;20983874,4;20392057,02;285976,0255;294443,9457;30686,24915;26833,88938;35811;35559;344747,1316;345298,3228;400446,0835;438789,2778;145898,5408;150291,4098;51791;53088;63039;61069;41117;30305
22026;22342;22896;22906;21362;21569;17119;16836;62578;62248;66408;67971;27864;27720;26827;27541;30332;30197;30230;31238;41638;43233;217686;220990;21324288,77;19694169;288213,3265;288602,1176;29807,58221;28032,31455;35452;35329;344484,0283;341927,9735;403134,9234;419939,9171;145739,129;149110,4967;49776;58040;60124;60366;41940;28981
21596;21674;22516;22909;22258;22756;16715;17136;62062;63086;67585;67574;28153;27884;27182;27309;30268;30404;30762;30201;42119;45109;226227;232682;19475232,21;21097756,21;282730,6952;284327,1624;29962,02816;28406,83084;36413;36143;333879,6929;351905,8539;404461,9256;421879,5332;145274,7553;145934,1566;55320;55529;61105;61247;39227;27908
22734;22763;22852;22944;21731;22375;17532;16754;61757;63863;67003;67718;27649;27841;27224;27564;30778;30557;30330;30791;41378;41205;233656;232114;19886368,13;20302654,76;283868,9878;290307,9322;30673,05621;31870,92037;35094;35958;331947,6865;337452,2931;403585,3556;414257,0786;144743,1565;149844,8279;57931;55178;62151;61592;42701;28426
22385;23052;22760;22815;21755;22064;16593;16765;63876;63196;66876;69230;26927;27078;27401;26854;30893;30270;30984;30793;41187;42719;234409;228246;19830621,96;19898237,31;284794,9352;285148,9002;30099,88871;29560,1947;36506;35776;348522,4602;337800,0039;399025,1596;424231,8112;145740,482;146980,8094;54628;57964;61817;61046;43708;28000
21453;21307;22382;22828;22899;22349;16726;16713;62916;63774;68289;67686;27063;28461;27201;26408;30847;30295;30649;31466;41276;45144;223096;235638;19421756,22;19572063,45;284533,7619;288155,5534;23908,99157;31611,6383;37190;35663;339795,0637;336761,4925;403590,7154;415086,7135;145351,0804;151688,0807;54631;48766;62726;60800;42199;28680
22349;21391;22511;22262;22236;22254;17003;16720;62179;62625;67233;69375;27113;27691;26460;26961;31245;30700;30637;30713;41962;45505;227758;221471;19958443,01;19859170,64;285056,9248;300898,7596;31746,67309;33914,86822;35860;36588;338693,2203;334277,2258;404139,5977;418711,0765;144911,9939;147578,4903;51335;61133;62700;60921;41176;29642
23416;22089;22657;22816;21640;23068;17124;16728;63915;64111;69344;67830;27735;26987;26945;26304;30713;30224;30497;30723;41539;41950;220261;227350;20070769,68;20245483,85;287834,3653;289587,7532;31409,73094;32269,9694;35157;35401;340148,0745;337931,2079;400228,4504;428783,6165;145107,4622;147728,4871;56650;53383;61873;61043;36839;28054
21817;21881;22552;22731;22415;22479;16923;16898;63289;62870;67622;68410;27975;27450;27034;26674;30697;30348;30634;31038;42497;42699;233477;238615;20510102,79;21007020,84;289916,4243;295633,1865;28489,6545;27565,44385;35998;35361;334008,7527;342463,4541;401348,4157;434345,571;145778,1514;149120,6055;53269;52016;60959;60712;43694;29358
21926;22958;22305;23813;22056;22316;17200;17952;63653;64007;66046;69152;27296;26741;26507;27613;30019;31302;30647;30503;41437;43618;242007;227703;20417975,6;20106435,42;289303,1662;285521,406;30701,82058;25028,50418;36149;35688;338445,5077;337751,1195;399806,7098;437793,4412;146010,2233;151431,7015;52572;50238;62116;61802;37160;27481
21537;21953;23067;22494;22079;22665;17857;16625;63289;61965;66029;66948;28009;27848;26475;26696;30315;30131;30877;30636;41991;43965;232762;224220;20448133,34;20156531,44;289423,2492;286189,4974;32632,3435;34552,10144;35089;35068;341556,9801;336785,1282;404923,4156;415901,3734;145690,9161;146485,1947;61255;54329;62502;60949;41868;28587
23870;22859;22602;22808;22046;22045;16506;16839;64972;62811;68360;66756;26909;27366;26611;26492;29780;30101;31617;30828;41826;44333;214640;223758;19349937,37;19395527,22;290738,7372;301384,7526;27016,07268;28483,58126;36558;36010;344087,1645;342618,6476;402814,5642;413713,8843;146045,6687;149260,201;52983;53901;61783;60135;40780;28857
21777;21910;22591;23102;21576;21486;17045;16967;63318;62992;68004;69161;27140;26773;26691;27054;31144;31056;29979;30844;41933;44215;237108;222011;19386421,84;20744991,54;283359,3751;290801,0335;35755,86098;27527,52912;35371;35779;343387,1499;355801,0768;400925,7603;425752,7801;145587,7303;148789,6455;54493;54447;63794;60487;45904;27614
21724;21866;23373;23039;22348;23321;16867;16831;62395;63405;67710;66890;27727;28723;26875;27075;29990;30312;31433;30659;42024;41892;233465;222296;20303947,72;20315590,79;285729,1995;284905,0153;31510,80025;28956,35134;35489;35561;347575,3596;336892,6427;401275,6702;418807,2513;144966,5999;145329,1889;54134;55164;61671;63343;41685;29129
21923;21969;22375;22579;22131;22344;16828;16986;63767;63139;65666;70514;27574;28465;26662;26729;30315;30603;30074;31072;41348;42905;240047;216816;20418123,49;19873852,39;286716,0117;284071,6714;31195,0832;30618,62208;36157;35364;340323,6024;346220,7271;400746,1122;420824,0657;145126,5301;146597,3815;55685;59138;61168;60686;39557;27525
22804;22091;23670;22467;21492;22181;16924;16681;63086;63699;66899;65718;26572;27709;27302;26527;30421;30541;30909;30457;43472;46051;220920;216657;20885621,59;20191950,75;287472,7817;288115,1158;33955,37272;33219,24355;36440;35419;346217,1903;340841,5517;401470,0189;423743,8872;144962,7976;148502,8451;56143;45224;61992;60667;43225;27519
22218;21672;22840;22738;22243;21996;16730;16344;64057;63472;69474;68352;27958;27408;27058;26854;30489;30128;30651;31227;43001;41740;223508;225222;19528385,82;20277886,96;279472,2753;288837,3721;28328,37696;32674,67776;35081;35602;340680,1405;349049,2954;402045,364;412975,9362;145617,4794;148348,2303;54930;52446;61906;61648;40772;28650
21762;21307;22399;22237;22781;21783;16989;17096;62148;63434;67432;66945;28106;27444;26752;27372;30720;30497;31077;30773;44530;41703;231912;221478;20165912,63;19736559,1;287758,4516;285834,5489;35540,48949;29866,14949;35663;35822;347558,6419;346465,1133;400026,2312;414535,1341;145324,6313;148954,1134;52710;54516;62800;63606;37628;27813
22367;21650;22377;22172;22220;22192;16616;16306;61617;62270;67748;66852;26888;28003;26903;26553;31093;30274;30531;30856;42285;43583;234842;229361;19662147,39;20286445,78;287495,4125;288421,3494;26538,35261;28398,63021;35581;35416;343309,8753;339758,0487;398219,9147;425333,2388;145947,6223;153851,3607;53000;50927;61323;61829;44106;28361
22312;21381;22315;23533;21617;21548;17198;16665;63525;63148;68343;65694;27612;28008;26697;27917;30771;30171;30892;31081;44459;43054;213480;224071;19880483,55;19872463,85;283059,4708;287060,5219;38932,85347;30246,53462;36547;35565;351947,0056;340144,8379;403428,4443;416382,3893;145181,5165;145403,4126;57369;55213;61063;60616;42817;29408
21697;21865;23232;22354;21741;21954;17080;16698;64218;63098;68001;67160;27775;27788;27236;26896;30831;30179;30413;30262;41487;44828;224545;231830;20668795,57;20177112,44;290485,0241;286841,5639;29539,17769;31100,29496;35808;36187;336615,8318;345456,0358;398953,6013;418859,0393;144849,0683;149809,9156;54960;57992;62493;60852;45395;29392
21580;21381;22928;23089;21866;22094;16624;16793;63571;64368;68677;68980;26766;27587;26676;27020;29984;30641;31368;29963;41664;42862;223798;224062;20189965,23;19587982,12;287669,5553;292275,0041;34779,39148;33241,65589;36592;35273;342774,6429;338868,4467;404248,2537;425792,6631;145581,8348;148895,7102;55690;54796;62266;60073;43013;27603
